id,name
MIgUbZuKXf1q,Cultural Exchange Programs
PZp6xS6GAwjR,Academic Program Development
UORGMhuHfQVE,Student Housing Renovations
lAKSCRyRrlHW,Green Initiatives
XlnYVNlSQTAk,Textbooks & Course Materials
TiX0PHyT4VdR,Graduate Assistantships
JOGzZ4TBhG3z,Student Testing & Exams
KveWlvfmFxsb,Business Intelligence Tools
mZhZ93psDWdf,Corporate Partnerships
1qzWAxaEF9PG,Support for First-Generation Students
mJlCY6m8WWxS,University System Development
erAINel0xv1t,Cultural Exchange Programs
XGW4uX3vRNRz,Sports Facilities Maintenance
VJaq9eeIzCw4,Website Development & Maintenance
hfuPAl5vXjGQ,Grant Compliance & Reporting
GoqMTIGjPQLC,Student Success Programs
c3axJvfEmnvk,International Student Services
pUtojZm4vcJF,Faculty Research Support
8qGog3Du4OAr,Campus Printing Services
MWhTqDutYGIP,Student Enrollment Systems
EIYXqT5ViFoG,Campus Environmental Health & Safety
Kke5Qrwi155h,Study Abroad Programs
Nd3aAuUL1hdq,Technology Infrastructure Upgrades
PUKUBSwxYgKD,Student Disability Services
E77XLnSj5TG6,Library Resources
v0rLbKq503ke,Cultural Programs
yKHcRLLOGhyd,Campus Tours & Information Sessions
dOB5a1h1cI7V,Student Success Programs
GAC9ELTeU1Gx,Dormitory Maintenance
IvUexGr9MPMJ,University-Wide Surveys & Assessments
KoFk13il6MuF,Athletic Programs
u70DJ0Fk3Jvi,Student Financial Aid
SZRAH3vI79vt,Legal & Compliance Services
vgjfg66oSbxH,Employee Wellness Programs
FEzYWkRkGMcI,Audit & Accounting Services
0uIGn3kWQQ7f,Human Resources Services
C7LbbwguYjEm,Disability Services
xlNlKO5t5qp7,Administrative Supplies
RSdDCzeLylBF,Student Success Programs
lAtAc5hmJdYl,Human Resources Services
agMb04ulBtfM,Emergency Preparedness & Response
OwNjMD4shw4V,Emergency Medical Services
wrpRor3dq8bM,Student Financial Aid
YMaJuwPzXlnT,Faculty Research Support
0UYI63VYEaks,Public Affairs & Advocacy
MMrEexok5QuY,Tuition Fees
KuuatW01feuz,Counseling & Mental Health Services
YDYWPft6WrpK,Campus Recycling Programs
DCu4buPtcPda,University Strategic Planning
noTwr0mm2gFl,Campus Accessibility Improvements
WFGlBlwReYx1,Data Analytics for Administration
bZVmdfLmhkai,International Student Services
gqc2U7XbN0Vf,Classroom Technology & AV Equipment
NpGr52P3bNyc,Professional Development for Staff
tNaHggkR4cwc,Community Service Learning
hToRp71ixNKf,University Research Ethics Compliance
3n8E4vtCHT39,Virtual Learning Infrastructure
a0qSzcN0jnYw,Work-Study Programs
1nxfQtrj7SjD,Internal Communications
VivddPADF6mo,Assessment & Accreditation Costs
X8P3FjjYRjRE,University Branding & Advertising
ceY1q68rkkSu,University Health & Safety Compliance
gA3eprh4aGEw,University Research Ethics Compliance
qMqrYsJSTsDe,Campus Landscaping
d3XHNBOwvxfr,Student Orientation Programs
HjLlIrLIGKRR,Disability Services
1Y265SO2qk5z,Student Recruitment & Retention
2dILqdHP1U2g,Laboratory Supplies
FH1mkB2ZLJGF,Campus Accessibility Improvements
hfCkbnmJEYP8,Green Initiatives
01apkK4DX3E2,Academic Support for Underrepresented Groups
20ppAtt6tT2g,Green Initiatives
MJPwDexDNlGE,Athletic Programs
uX6FLpUeS4dU,Disability Services
n81PdFBt83e3,Professional Development for Staff
QnasDvhDoKfU,University Audit & Tax Services
CM1YfhIWojjn,Catering & Food Services
Fsnj3jEeIzcR,IT Support & Help Desk
UG9Jmvy7cx0v,Campus Utilities
QWD3hAR14KbG,Academic Support for Underrepresented Groups
GNf1VfYM5NgO,Tuition Fees
NR3nnXcATJCx,Faculty Salaries
kz8jt1dhDzBF,Emergency Preparedness & Response
OFdywMwxzEux,Graduate Student Support Services
gdXfu52ZLwEZ,Faculty Recruitment Costs
hW7gYTlp13od,Retail Operations (Campus Bookstore)
6tcRT1DwnhjF,Professional Development for Staff
kAltNfyszNvp,Campus Tours & Information Sessions
ZPqPDNlTPeuX,Student Travel Grants
QoKYzBsyiYMG,Work-Study Programs
zRHSHZbfUR1N,Student Enrollment Systems
aeXwoGKG4XRl,Athletic Programs
qUWMGZoZmOnJ,International Student Support Programs
4wdmFXjcrhm0,Student Data Privacy & Security
NhY5ur3Q2qhm,Campus Utilities
WKpY9sW2uJiI,Admissions Marketing & Recruitment
7xRnwIcscIqx,Endowment Fund Contributions
ClcB9YCZKJtA,Student Housing Security
iTsDvI0nxhZD,University-Sponsored Conferences
YgnvGAX078Zz,Sustainability Research Projects
EfNcV7JXPam3,Student Disability Services
5ful1iwDVcV7,Alumni Relations
d9HkaJz0s8I5,Student Health Services
pAzcA7qdhssQ,Academic Journals Subscription
Y8o7WmxGnWBp,Corporate Partnerships
PD3Rw6BswomA,Admissions Marketing & Recruitment
J8lCoVf2ybrP,Faculty Research Support
c2RZka7pSecN,Student Disability Services
uQQpKKsiG8NX,Textbooks & Course Materials
7a6skXPBGVxz,Corporate Partnerships
cbmRlJas0lFg,Campus Safety Improvements
vn66bsUK5nMh,Research Equipment
vPARYAIcAA5z,Student Housing Security
aHoyWyvjQkTy,Community Engagement Projects
nzbVwAds6gip,Employee Benefits
KdufSHOqrsWD,Classroom Technology & AV Equipment
uKPzhdmSec4C,Graduate Student Support Services
YzrLjXKIX0Nv,Graduate Fellowships
jW39RJZnWdRF,Board of Trustees Expenses
6JGZkGCgd61w,Student Advocacy & Representation
usUYcozRjhML,Digital Marketing & Social Media
EKmbK410w0QA,Faculty Salaries
4bWsfb9Jc9pd,Cultural Programs
x7kwpP2FG8mV,Fundraising Campaigns
o43DeP726i6J,Community Service Learning
XZKK9TGOhpsy,Sustainability Reporting
WwCmDc3IuvaA,Cultural Exchange Programs
T1SOd6cLYx5P,Administrative Supplies
kIovgBE5zD3r,Security Services
XheDeaP3bFIu,Student Health Services
se7wlGpAC7qh,Public Health & Safety Programs
zWBFmjuvSe4P,Security Services
9aoivTDEOjB5,Internship Programs
7JqnSMWujkSf,Faculty Salaries
t4ePa8hPhGst,Athletic Programs
oNpAXvvWev6d,Parking Facilities
A4L14HJbO7NM,Digital Literacy Programs
V3Cke4J5xQRe,Graduate Student Support Services
igKgFO2rtxYO,Faculty Office Supplies
rD6edEl7d1Ep,Parking Facilities
Sd7XUSMOSsVO,Public Relations
YGvd9D4puiUR,Corporate Partnerships
D2fOYlDKykqk,Employee Recruitment Events
pNIaryeExpjW,International Research Collaborations
KBUL8JMSVayJ,Staff Salaries
pG6or2JoNfXJ,University Governance & Leadership
FtWGYnpufTcc,Graduate Student Support Services
sVKNpzN8sN8Z,Sustainability Education Programs
etn1FpblhV62,Sustainability Certifications
mOmIbOSk6jUu,Campus Food Sustainability Programs
BpOP0EDARhWo,Tuition Fees
J77UMFDl4Z6r,Human Resources Services
f3og1tlhqY44,Library Resources
PpQGF1NXoW1m,Data Storage
toGuyiscmFzm,Student Enrollment Systems
24UVgwACRmvd,Departmental Budgets
497VIkWLMRgc,Academic Mentorship Programs
t4ZThR77cWHl,Campus Accessibility Improvements
WauMD7xi5Jie,Student Data Privacy & Security
t7ov3XyM1aMM,Employee Recruitment Events
AV72dDFT3E2Q,Building Construction & Renovation
GlCPkqZP7L0x,Civic Engagement & Service Learning
FWbdOcMwOP46,Endowment Fund Management
fDxk2zNU6bXX,Environmental Sustainability Programs
scCfATk46CTp,Student Testing & Exams
XMJqlRFZ7D1G,Textbooks & Course Materials
kOqugNZWawWH,Cybersecurity Investments
8y6mW5WASB82,Community Service Learning
Ro7PeWFmF6jt,Technology Upgrades
IAZkYcYbqJ5H,Student Data Privacy & Security
GOemUfTnT8Ua,Campus Events & Activities
iu6IpqEg5IZY,IT Infrastructure
Qyi5EIUD62Ih,Student Enrollment Systems
im9Y4IxuJ3lU,University Network & Connectivity
Mvlvj4s9saml,Legal Aid for Students
8mMy0eJ1CScK,Campus Safety Improvements
1Gsy3zbur6uU,Student Housing Security
WgY33ePA0xKZ,Press & Media Relations
LXDRFJftdIfu,Dormitory Maintenance
DIFkvp3cg2Hm,Faculty Research Support
fxcXEWXRWkEM,Curriculum Development
rCLBpdpriSMK,University Governance & Leadership
pbpfU0Js3O3L,Student Campus Jobs
o4d6JAdWH55N,Campus Utilities
5CF2jIQSrGJF,Work-Study Programs
ciHbVb3twWrU,Online Learning Platforms
Uo4oVflvPdtf,Internship Programs
kJLyLHPMPdG3,Public Transportation for Students
OqlADedWidkb,Software Licenses
NVVP8qnVtdWV,Technology Research & Development
YsMmIckhq0Ow,Research Grants
lrfIUaRzCNFj,Press & Media Relations
gFpRdcbmjq2Y,Student Success Programs
jAIMYY0VezKO,Legal & Compliance Services
3TBbqTT5s8f8,"Security Technology (Cameras, Alarms)"
u45S4cTL8Mth,IT Support & Help Desk
BavitQhahNA9,Sustainability Certifications
InUq1bc1Gm35,Business Intelligence Tools
a3r8LFI587OY,Campus Tours & Information Sessions
NMU1SQN6xBUn,Pension Contributions
8DxUlKN8Mb5q,Student Health Services
MrIZyJ58dme4,Student Campus Jobs
OFMGlxt1RUWD,Online Learning Platforms
7K1ApG0Zi1LO,Student Loan Support Programs
0I32RffXsV91,Sustainability Education Programs
6nXQLMyVHh6b,Legal & Compliance Services
kfuMKKCjUZ1N,Building Construction & Renovation
RCDzdOU5WFMU,Classroom Technology & AV Equipment
ji5iBT6p0Xr9,Student Health Services
BBjE35eyDjib,Public Health & Safety Programs
6UL1BhueTJTy,Fundraising Campaigns
NBG1M3WV0YPw,University Merchandise
kpyJt6jAhTPL,Professional Development for Staff
Pu8ueOU5ntIL,Research Collaboration Platforms
sMENxhPPhuuE,Technology Upgrades
VgXDpX9pPmSd,IT Infrastructure
kYIOPjgsjoMl,Student Advocacy & Representation
P1KlCSgV7AMi,Building Maintenance
5BCMWWZzV06y,Green Initiatives
3hldDG3f5uly,Tuition Fees
6cK6dPthmF97,Catering & Food Services
EsbcjwxDQe8p,Graduate Fellowships
35VrrzyVlEjU,Diversity & Inclusion Programs
5jA8jlMUOTP1,Career Services
40VDLyOZ99Fy,Textbooks & Course Materials
Ig2Bss5RdsBf,University Health & Safety Compliance
Juki6NA7Aqwc,Sports Facilities Maintenance
JRP3iAPsaa9F,Board of Trustees Expenses
VRmZn9Ld3Ma7,Board of Trustees Expenses
2JRceShW5yYv,Student Emergency Fund
LKkFDgvnO6TA,Technology Infrastructure Upgrades
Busw8DJNWQPl,Academic Support for Underrepresented Groups
cIwGbbEsLtfF,Employee Recruitment Events
pphaThAetlrh,Employee Benefits
3onBlC3Rqm6B,Academic Journals Subscription
p66WqUemkb3L,Legal Aid for Students
dJno3DbxeYjS,Student Advocacy & Representation
djTGLxE27JnK,Community Service Learning
0IKccSSI6gO3,Visitor Accommodations
Yv7LdZt7kpZS,Research Collaboration & Networking
EsEHEw73GqhH,Student Recreational Programs
lsgHI9lkVgiF,Cultural Programs
zcv3e1wSHMBe,Student Data Privacy & Security
cQ5w6RSxQmSV,Community Service Learning
PcANd3pgnZya,International Student Support Programs
2idveMz9vXAm,Business Intelligence Tools
Tos7ireFP6PM,Assessment & Accreditation Costs
HPB72y1p9Yqh,University-Sponsored Conferences
w5P17IzZqhsE,Campus Tours & Information Sessions
Eib5NLoxPsd0,Student Orientation Programs
RawvzdJFI8ZB,Career Services
TMCi066zoVLb,Staff Salaries
CiXnYXBHJqRw,Student Tutoring Services
NFAMx7rhLb1w,Graduate Student Support Services
G9csdpnQEqsO,University Network & Connectivity
9tLrNHayisSc,Diversity & Inclusion Programs
z69twzUEnD9D,Student Financial Aid
OSdUKoCzpBzp,Campus Art & Exhibitions
EH6Zdvcy1FM1,Campus Food Sustainability Programs
snrBxQ8DDpx7,Library Digitization & Archives
pevxX5JP6NV9,Conference & Event Hosting
O7RBObUb8TWT,Classroom Technology & AV Equipment
o6p1J77AyYpI,Emergency Preparedness & Response
C2fbnyu36Fdf,"Security Technology (Cameras, Alarms)"
9yTGz6BqQ4xn,Dormitory Maintenance
lfGMDkosvfU1,Research Collaboration Platforms
VCwcPXShmoOv,Campus Recycling Programs
nBAdpQ5M562j,Faculty Professional Development
ZtnYiKQpzbJA,Digital Literacy Programs
DTo1nNAwTr7H,Security Services
RxWsffnt90qN,Student Advocacy & Representation
NQv3s3jhw8of,Conference & Event Hosting
7oOemxHeL1nV,Faculty Incentive Programs
954lxbyCkUen,Academic Journals Subscription
U2dsx38Br9gd,Academic Mentorship Programs
3WxdmHhj3MCW,Public Relations
jfBBsxxZdv8N,Student Housing Renovations
o5kedXWTHYYq,Technology Upgrades
0m9eCP8Qm0Sm,Technology Research & Development
QHqiJ1masxCY,Parking Facilities
pPk6CdjbCCsU,Virtual Learning Infrastructure
uXfLXKOIFLFq,Assessment & Accreditation Costs
qR6hBCcxbsCa,Virtual Learning Infrastructure
IgMAw6UtNtsf,Employee Benefits
jFaLASEQZG55,Non-Academic Student Support
3hZjYo9NvKqe,Cultural Programs
F9NHR7LyimTf,Emergency Medical Services
pGImvM1o7AkO,Student Recruitment & Retention
U2exkRxxMmKI,Sustainability Campus Initiatives
HBHy0SjoUEM8,Cultural Programs
XBFiFKo9QE7H,Research Publications
tNyOe5jMs8jM,Faculty Recruitment Costs
psw1yu92s1OH,Campus Event Sponsorships
hMiLoXLKQ37N,Textbooks & Course Materials
9wSs60IoUeTj,Academic Conferences
XkIv9jseKLot,Diversity & Inclusion Programs
5OIpHartYlp7,Student Testing & Exams
g95feIVAYisQ,Counseling & Mental Health Services
YsnE0IhYAYQS,Campus Art & Exhibitions
2yULlCzfKRPA,Graduate Assistantships
lt68UwlUGwa4,Disability Services
S7H4osnzmaQh,Academic Conferences
hVIDDxp1Zph9,Community Engagement Projects
FZ9yv7eYqfaa,Employee Recruitment Events
YjmwEElxtPsi,Student Dining Services
Vk6vtTwvWVVA,Campus Landscaping
TBiPKyMqtloS,Non-Academic Student Support
GU4AyQj27luW,Sustainability Certifications
b7l7dszoXXff,Research Collaboration & Networking
2hZkh3We5s5e,Departmental Budgets
jOHpkiNYSj6I,Public Health & Safety Programs
